datetime,forecast_units,lower_bound,upper_bound,store_id,product_id
2025-08-31 23:00:00,2.1611511945531046,1.1657043378161431,3.2459053159460587,14,159
2025-09-01 00:00:00,2.225456779329204,1.0244712908570364,3.162621694910122,14,159
2025-09-01 01:00:00,2.3107228997911102,1.2903869346363628,3.3828893211738094,14,159
2025-09-01 02:00:00,2.305647147162224,1.2732987592642468,3.3120249158561905,14,159
2025-09-01 03:00:00,2.177023815863922,1.1563050251791742,3.242059705334839,14,159
2025-09-01 04:00:00,2.000590593188528,0.8962073817735753,3.1682115245621816,14,159
2025-09-01 05:00:00,1.8887534685150102,0.8400348271179443,2.9765796832539446,14,159
2025-09-01 06:00:00,1.890638309395033,0.821887222877585,2.963336469459917,14,159
2025-09-01 07:00:00,1.9615153748361938,0.9132684141687915,3.007999076733877,14,159
2025-09-01 08:00:00,2.0239003727343934,1.0020229604667583,3.041807280344785,14,159
2025-09-01 09:00:00,2.049921941511493,0.9523483807540797,3.1195488175889445,14,159
2025-09-01 10:00:00,2.0777876871174095,1.012288138956726,3.1814882165379723,14,159
2025-09-01 11:00:00,2.1490646470553583,1.080075778239567,3.172117735372584,14,159
2025-09-01 12:00:00,2.2398369668008167,1.2720119915642576,3.243031324546716,14,159
2025-09-01 13:00:00,2.2671658329620477,1.193854731705408,3.279629124152364,14,159
2025-09-01 14:00:00,2.1727648512995343,1.1399896085520942,3.3187040473854266,14,159
2025-09-01 15:00:00,1.9999321138290915,1.01075825343596,3.0179408560009446,14,159
2025-09-01 16:00:00,1.8779065241664528,0.9105833283901014,2.9156171418135526,14,159
2025-09-01 17:00:00,1.91631671092764,0.8799633002316282,3.0728933482861986,14,159
2025-09-01 18:00:00,2.1047954280641803,1.1232123591772765,3.1785571709058758,14,159
2025-09-01 19:00:00,2.315202740435914,1.3649952912638215,3.372882872943314,14,159
2025-09-01 20:00:00,2.4096890315374058,1.392396639391176,3.5081276167046274,14,159
2025-09-01 21:00:00,2.3568084220950527,1.4257522229164619,3.3246886960664526,14,159
2025-09-01 22:00:00,2.2488582447550693,1.1331218375682983,3.2704908962809514,14,159
2025-09-01 23:00:00,2.2067336619087903,1.0959930066422452,3.2101082538164416,14,159
2025-09-02 00:00:00,2.264407334069094,1.2131750931577772,3.335359200971222,14,159
2025-09-02 01:00:00,2.341819067534595,1.3174855794220899,3.3824683841879932,14,159
2025-09-02 02:00:00,2.3277330740790227,1.3018083620500673,3.3248968245287664,14,159
2025-09-02 03:00:00,2.1890270170490562,1.136902791539013,3.2157823512020407,14,159
2025-09-02 04:00:00,2.0015378858991513,0.9617352887833097,3.0127869046798437,14,159
2025-09-02 05:00:00,1.8777858789303041,0.8037460416633849,2.8631770182827387,14,159
2025-09-02 06:00:00,1.8670247533946838,0.8513335026503119,2.90177556396752,14,159
2025-09-02 07:00:00,1.924664927031387,0.89527529879493,2.9831847391542867,14,159
2025-09-02 08:00:00,1.9733729549978194,0.9690706277121176,3.0164232299272666,14,159
